,narration_is_0_dialogue_is_1,sentence_length,all_pos_counts,parts_of_speech_total_count,POS_ADP_count,POS_DET_count,POS_ADJ_count,POS_CCONJ_count,POS_ADV_count,POS_NOUN_count,POS_PRON_count,POS_VERB_count,POS_PROPN_count,POS_PUNCT_count,POS_AUX_count,POS_NUM_count,POS_PART_count,POS_SCONJ_count,POS_INTJ_count,POS_X_count,POS_SYM_count,%POS_ADP_count,%POS_DET_count,%POS_ADJ_count,%POS_CCONJ_count,%POS_ADV_count,%POS_NOUN_count,%POS_PRON_count,%POS_VERB_count,%POS_PROPN_count,%POS_PUNCT_count,%POS_AUX_count,%POS_NUM_count,%POS_PART_count,%POS_SCONJ_count,%POS_INTJ_count,%POS_X_count,%POS_SYM_count
19,0,39,"[['PRON', 5], ['NOUN', 9], ['AUX', 1], ['VERB', 3], ['ADP', 5], ['PROPN', 3], ['CCONJ', 4], ['NUM', 2], ['DET', 3], ['ADJ', 1], ['PUNCT', 2], ['PART', 1], ['ADV', 3]]",42,5.0,3.0,1.0,4.0,3.0,9.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,11.905,7.143,2.381,9.524,7.143,21.429,11.905,7.143,7.143,4.762,2.381,4.762,2.381,0.0,0.0,0.0,0.0
20,0,26,"[['DET', 1], ['NOUN', 7], ['VERB', 3], ['ADJ', 3], ['PROPN', 1], ['PUNCT', 5], ['CCONJ', 1], ['ADP', 4], ['PRON', 3], ['AUX', 2], ['ADV', 1]]",31,4.0,1.0,3.0,1.0,1.0,7.0,3.0,3.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.903,3.226,9.677,3.226,3.226,22.581,9.677,9.677,3.226,16.129,6.452,0.0,0.0,0.0,0.0,0.0,0.0
21,0,25,"[['PRON', 5], ['NOUN', 2], ['ADP', 5], ['PROPN', 1], ['VERB', 4], ['PART', 1], ['ADV', 4], ['ADJ', 1], ['PUNCT', 5], ['CCONJ', 1], ['AUX', 1]]",30,5.0,0.0,1.0,1.0,4.0,2.0,5.0,4.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.667,0.0,3.333,3.333,13.333,6.667,16.667,13.333,3.333,16.667,3.333,0.0,3.333,0.0,0.0,0.0,0.0
22,0,40,"[['PRON', 2], ['NOUN', 13], ['CCONJ', 2], ['VERB', 5], ['PART', 4], ['AUX', 1], ['DET', 3], ['ADP', 6], ['PUNCT', 4], ['SCONJ', 2], ['ADJ', 3]]",45,6.0,3.0,3.0,2.0,0.0,13.0,2.0,5.0,0.0,4.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,13.333,6.667,6.667,4.444,0.0,28.889,4.444,11.111,0.0,8.889,2.222,0.0,8.889,4.444,0.0,0.0,0.0
23,0,11,"[['PROPN', 1], ['PART', 1], ['ADJ', 4], ['NOUN', 2], ['VERB', 1], ['ADP', 1], ['DET', 1], ['CCONJ', 1], ['PUNCT', 1]]",13,1.0,1.0,4.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.692,7.692,30.769,7.692,0.0,15.385,0.0,7.692,7.692,7.692,0.0,0.0,7.692,0.0,0.0,0.0,0.0
24,0,28,"[['ADP', 7], ['VERB', 3], ['NUM', 1], ['NOUN', 5], ['ADJ', 4], ['PUNCT', 4], ['PRON', 1], ['AUX', 1], ['DET', 3], ['PROPN', 1]]",30,7.0,3.0,4.0,0.0,0.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.333,10.0,13.333,0.0,0.0,16.667,3.333,10.0,3.333,13.333,3.333,3.333,0.0,0.0,0.0,0.0,0.0
25,0,19,"[['DET', 2], ['ADJ', 3], ['NOUN', 3], ['ADP', 1], ['PROPN', 1], ['AUX', 2], ['VERB', 2], ['ADV', 1], ['PUNCT', 2], ['CCONJ', 1], ['PRON', 1], ['SCONJ', 1], ['PART', 1]]",21,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4.762,9.524,14.286,4.762,4.762,14.286,4.762,9.524,4.762,9.524,9.524,0.0,4.762,4.762,0.0,0.0,0.0
26,0,67,"[['ADP', 10], ['PRON', 12], ['NOUN', 13], ['DET', 6], ['ADV', 4], ['AUX', 5], ['VERB', 8], ['PUNCT', 5], ['SCONJ', 1], ['PART', 2], ['ADJ', 4], ['CCONJ', 2]]",72,10.0,6.0,4.0,2.0,4.0,13.0,12.0,8.0,0.0,5.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,13.889,8.333,5.556,2.778,5.556,18.056,16.667,11.111,0.0,6.944,6.944,0.0,2.778,1.389,0.0,0.0,0.0
27,0,28,"[['DET', 3], ['NOUN', 5], ['VERB', 3], ['ADJ', 2], ['ADP', 4], ['PRON', 3], ['PUNCT', 4], ['ADV', 2], ['SCONJ', 1], ['AUX', 4], ['PART', 1]]",32,4.0,3.0,2.0,0.0,2.0,5.0,3.0,3.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,12.5,9.375,6.25,0.0,6.25,15.625,9.375,9.375,0.0,12.5,12.5,0.0,3.125,3.125,0.0,0.0,0.0
28,0,23,"[['ADP', 7], ['NOUN', 6], ['DET', 3], ['PUNCT', 3], ['CCONJ', 1], ['PRON', 2], ['AUX', 1], ['VERB', 1], ['ADV', 2]]",26,7.0,3.0,0.0,1.0,2.0,6.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.923,11.538,0.0,3.846,7.692,23.077,7.692,3.846,0.0,11.538,3.846,0.0,0.0,0.0,0.0,0.0,0.0
29,0,3,"[['PRON', 1], ['AUX', 1], ['NOUN', 1], ['PUNCT', 1]]",4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,45,"[['PRON', 4], ['VERB', 3], ['ADP', 9], ['DET', 9], ['ADJ', 5], ['NOUN', 10], ['PUNCT', 5], ['CCONJ', 3], ['ADV', 2]]",50,9.0,9.0,5.0,3.0,2.0,10.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,10.0,6.0,4.0,20.0,8.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,14,"[['PUNCT', 6], ['PRON', 4], ['NOUN', 3], ['AUX', 1], ['VERB', 1], ['INTJ', 1], ['NUM', 1], ['ADV', 1], ['ADJ', 1]]",19,0.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.263,0.0,5.263,15.789,21.053,5.263,0.0,31.579,5.263,5.263,0.0,0.0,5.263,0.0,0.0
32,0,13,"[['PUNCT', 6], ['INTJ', 1], ['PRON', 2], ['AUX', 1], ['VERB', 2], ['ADV', 1], ['ADP', 2], ['DET', 1], ['NOUN', 2]]",18,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.111,5.556,0.0,0.0,5.556,11.111,11.111,11.111,0.0,33.333,5.556,0.0,0.0,0.0,5.556,0.0,0.0
33,0,12,"[['PUNCT', 4], ['PRON', 4], ['AUX', 1], ['VERB', 3], ['ADP', 1], ['NOUN', 1], ['CCONJ', 1], ['ADV', 1]]",16,1.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,6.25,6.25,6.25,25.0,18.75,0.0,25.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0
34,0,13,"[['ADP', 2], ['DET', 2], ['ADJ', 2], ['NOUN', 2], ['PROPN', 1], ['VERB', 2], ['ADV', 1], ['CCONJ', 1], ['PUNCT', 1]]",14,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,14.286,14.286,7.143,7.143,14.286,0.0,14.286,7.143,7.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0,18,"[['PRON', 3], ['AUX', 2], ['VERB', 4], ['NOUN', 4], ['CCONJ', 1], ['SCONJ', 1], ['DET', 2], ['ADP', 1], ['PUNCT', 1]]",19,1.0,2.0,0.0,1.0,0.0,4.0,3.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.263,10.526,0.0,5.263,0.0,21.053,15.789,21.053,0.0,5.263,10.526,0.0,0.0,5.263,0.0,0.0,0.0
36,0,4,"[['PUNCT', 4], ['ADJ', 2], ['NOUN', 1], ['INTJ', 2], ['ADP', 1], ['ADV', 1]]",11,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.091,0.0,18.182,0.0,9.091,9.091,0.0,0.0,0.0,36.364,0.0,0.0,0.0,0.0,18.182,0.0,0.0
37,0,7,"[['SCONJ', 1], ['VERB', 2], ['NOUN', 1], ['PRON', 2], ['ADV', 1], ['PUNCT', 1]]",8,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,25.0,25.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0
38,0,14,"[['VERB', 2], ['PRON', 4], ['PUNCT', 3], ['AUX', 3], ['ADV', 1], ['CCONJ', 1], ['NOUN', 1], ['ADJ', 1]]",16,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,6.25,6.25,25.0,12.5,0.0,18.75,18.75,0.0,0.0,0.0,0.0,0.0,0.0
39,0,38,"[['ADV', 1], ['VERB', 6], ['PRON', 2], ['PUNCT', 6], ['DET', 6], ['ADJ', 3], ['NOUN', 9], ['CCONJ', 2], ['SCONJ', 1], ['PART', 2], ['ADP', 5], ['PROPN', 1]]",44,5.0,6.0,3.0,2.0,1.0,9.0,2.0,6.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,11.364,13.636,6.818,4.545,2.273,20.455,4.545,13.636,2.273,13.636,0.0,0.0,4.545,2.273,0.0,0.0,0.0
40,0,12,"[['DET', 2], ['NOUN', 4], ['CCONJ', 1], ['ADP', 2], ['AUX', 1], ['VERB', 1], ['PRON', 1], ['PUNCT', 1]]",13,2.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,15.385,0.0,7.692,0.0,30.769,7.692,7.692,0.0,7.692,7.692,0.0,0.0,0.0,0.0,0.0,0.0
41,0,39,"[['PRON', 6], ['VERB', 4], ['PART', 2], ['PUNCT', 4], ['CCONJ', 3], ['DET', 4], ['ADV', 1], ['ADJ', 4], ['NOUN', 6], ['AUX', 1], ['SCONJ', 2], ['ADP', 5], ['PROPN', 1]]",43,5.0,4.0,4.0,3.0,1.0,6.0,6.0,4.0,1.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,11.628,9.302,9.302,6.977,2.326,13.953,13.953,9.302,2.326,9.302,2.326,0.0,4.651,4.651,0.0,0.0,0.0
42,0,23,"[['NUM', 1], ['NOUN', 3], ['AUX', 3], ['ADJ', 2], ['PUNCT', 4], ['ADP', 2], ['VERB', 4], ['PRON', 4], ['DET', 1], ['CCONJ', 1], ['PART', 2]]",27,2.0,1.0,2.0,1.0,0.0,3.0,4.0,4.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,7.407,3.704,7.407,3.704,0.0,11.111,14.815,14.815,0.0,14.815,11.111,3.704,7.407,0.0,0.0,0.0,0.0
43,0,21,"[['DET', 4], ['NOUN', 4], ['ADP', 2], ['PROPN', 4], ['VERB', 3], ['PRON', 2], ['PART', 1], ['CCONJ', 1], ['ADJ', 1], ['PUNCT', 1]]",23,2.0,4.0,1.0,1.0,0.0,4.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.696,17.391,4.348,4.348,0.0,17.391,8.696,13.043,17.391,4.348,0.0,0.0,4.348,0.0,0.0,0.0,0.0
44,0,15,"[['ADP', 2], ['NOUN', 5], ['PART', 1], ['PRON', 2], ['VERB', 3], ['DET', 1], ['PROPN', 1], ['PUNCT', 1]]",16,2.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,6.25,0.0,0.0,0.0,31.25,12.5,18.75,6.25,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0
45,0,16,"[['CCONJ', 1], ['ADV', 1], ['ADJ', 1], ['NOUN', 5], ['ADP', 3], ['DET', 3], ['AUX', 1], ['VERB', 1], ['PUNCT', 1]]",17,3.0,3.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.647,17.647,5.882,5.882,5.882,29.412,0.0,5.882,0.0,5.882,5.882,0.0,0.0,0.0,0.0,0.0,0.0
46,0,5,"[['PROPN', 1], ['AUX', 1], ['VERB', 1], ['PRON', 1], ['ADV', 1], ['PUNCT', 1]]",6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,0.0,16.667,16.667,16.667,16.667,16.667,0.0,0.0,0.0,0.0,0.0,0.0
47,0,61,"[['PRON', 7], ['VERB', 6], ['AUX', 4], ['DET', 8], ['ADJ', 3], ['NOUN', 13], ['ADP', 9], ['PROPN', 4], ['CCONJ', 3], ['PUNCT', 6], ['NUM', 2], ['SCONJ', 1], ['ADV', 1], ['PART', 2]]",69,9.0,8.0,3.0,3.0,1.0,13.0,7.0,6.0,4.0,6.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,13.043,11.594,4.348,4.348,1.449,18.841,10.145,8.696,5.797,8.696,5.797,2.899,2.899,1.449,0.0,0.0,0.0
48,0,12,"[['ADV', 3], ['PROPN', 2], ['VERB', 2], ['SCONJ', 1], ['NOUN', 2], ['AUX', 1], ['PART', 1], ['ADJ', 1], ['PUNCT', 1]]",14,0.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.143,0.0,21.429,14.286,0.0,14.286,14.286,7.143,7.143,0.0,7.143,7.143,0.0,0.0,0.0
49,0,23,"[['PROPN', 2], ['PART', 1], ['NOUN', 6], ['AUX', 1], ['ADV', 1], ['VERB', 2], ['DET', 4], ['ADJ', 2], ['CCONJ', 1], ['ADP', 4], ['PUNCT', 1]]",25,4.0,4.0,2.0,1.0,1.0,6.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,4.0,4.0,24.0,0.0,8.0,8.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
50,0,24,"[['PRON', 4], ['AUX', 1], ['VERB', 2], ['NOUN', 5], ['ADP', 4], ['DET', 3], ['ADJ', 2], ['PROPN', 1], ['PUNCT', 4], ['CCONJ', 1], ['SCONJ', 1]]",28,4.0,3.0,2.0,1.0,0.0,5.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.286,10.714,7.143,3.571,0.0,17.857,14.286,7.143,3.571,14.286,3.571,0.0,0.0,3.571,0.0,0.0,0.0
51,0,12,"[['PROPN', 3], ['VERB', 2], ['SCONJ', 1], ['PRON', 3], ['AUX', 1], ['CCONJ', 1], ['NOUN', 1], ['PUNCT', 1]]",13,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692,0.0,7.692,23.077,15.385,23.077,7.692,7.692,0.0,0.0,7.692,0.0,0.0,0.0
52,0,6,"[['CCONJ', 1], ['PRON', 2], ['AUX', 1], ['PART', 1], ['VERB', 1], ['PUNCT', 1]]",7,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,0.0,28.571,14.286,0.0,14.286,14.286,0.0,14.286,0.0,0.0,0.0,0.0
53,0,1,"[['X', 1], ['PUNCT', 1]]",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
54,0,40,"[['ADP', 6], ['NUM', 3], ['NOUN', 9], ['ADV', 2], ['PUNCT', 6], ['VERB', 3], ['ADJ', 6], ['CCONJ', 3], ['DET', 4], ['PROPN', 2]]",44,6.0,4.0,6.0,3.0,2.0,9.0,0.0,3.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.636,9.091,13.636,6.818,4.545,20.455,0.0,6.818,4.545,13.636,0.0,6.818,0.0,0.0,0.0,0.0,0.0
55,0,20,"[['ADP', 6], ['VERB', 1], ['ADV', 2], ['DET', 3], ['NOUN', 3], ['PROPN', 1], ['PUNCT', 2], ['PRON', 2], ['AUX', 1], ['ADJ', 1]]",22,6.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,13.636,4.545,0.0,9.091,13.636,9.091,4.545,4.545,9.091,4.545,0.0,0.0,0.0,0.0,0.0,0.0
56,0,35,"[['ADP', 4], ['PRON', 3], ['PUNCT', 3], ['DET', 5], ['ADJ', 6], ['NOUN', 7], ['VERB', 3], ['ADV', 2], ['SCONJ', 1], ['CCONJ', 1], ['AUX', 2], ['NUM', 1]]",38,4.0,5.0,6.0,1.0,2.0,7.0,3.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,10.526,13.158,15.789,2.632,5.263,18.421,7.895,7.895,0.0,7.895,5.263,2.632,0.0,2.632,0.0,0.0,0.0
57,0,8,"[['DET', 1], ['ADJ', 2], ['NOUN', 1], ['CCONJ', 1], ['PROPN', 1], ['AUX', 1], ['VERB', 1], ['PUNCT', 1]]",9,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,22.222,11.111,0.0,11.111,0.0,11.111,11.111,11.111,11.111,0.0,0.0,0.0,0.0,0.0,0.0
