,sentences,chapter_count,narration_is_0_dialogue_is_1,sentence_length,all_pos_counts,parts_of_speech_total_count,POS_PRON_count,POS_VERB_count,POS_ADP_count,POS_DET_count,POS_ADJ_count,POS_NOUN_count,POS_CCONJ_count,POS_PUNCT_count,POS_SCONJ_count,POS_ADV_count,POS_AUX_count,POS_PROPN_count,POS_NUM_count,POS_PART_count,POS_INTJ_count,POS_X_count,POS_SPACE_count,%POS_PRON_count,%POS_VERB_count,%POS_ADP_count,%POS_DET_count,%POS_ADJ_count,%POS_NOUN_count,%POS_CCONJ_count,%POS_PUNCT_count,%POS_SCONJ_count,%POS_ADV_count,%POS_AUX_count,%POS_PROPN_count,%POS_NUM_count,%POS_PART_count,%POS_INTJ_count,%POS_X_count,%POS_SPACE_count
6641,She only shook her head in answer to him and did not even remove her hands from over her face.,chapter_37,0,20,"[['PRON', 5], ['ADV', 2], ['VERB', 2], ['NOUN', 4], ['ADP', 4], ['CCONJ', 1], ['AUX', 1], ['PART', 1], ['PUNCT', 1]]",21,5.0,2.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23.81,9.524,19.048,0.0,0.0,19.048,4.762,4.762,0.0,9.524,4.762,0.0,0.0,4.762,0.0,0.0,0.0
6642,"""Madam will have an attendant entirely devoted to her service.""",chapter_37,1,10,"[['PUNCT', 3], ['PROPN', 1], ['AUX', 1], ['VERB', 1], ['DET', 1], ['ADJ', 2], ['ADV', 1], ['ADP', 1], ['PRON', 1], ['NOUN', 1]]",13,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.692,7.692,7.692,7.692,15.385,7.692,0.0,23.077,0.0,7.692,7.692,7.692,0.0,0.0,0.0,0.0,0.0
6643,said Monsieur Val.,chapter_37,0,3,"[['VERB', 1], ['PROPN', 2], ['PUNCT', 1]]",4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
6644,"""Madam will have all her wishes obeyed; her reasonable wishes but that goes without saying"" monsieur adds with a quaint shrug.",chapter_37,1,21,"[['PUNCT', 4], ['PROPN', 1], ['AUX', 1], ['VERB', 5], ['PRON', 4], ['NOUN', 4], ['ADJ', 1], ['CCONJ', 1], ['ADP', 2], ['X', 1], ['DET', 1]]",25,4.0,5.0,2.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,20.0,8.0,4.0,4.0,16.0,4.0,16.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0
6645,"""Every effort will be made to render madam's sojourn at Villebrumeuse agreeable.",chapter_37,1,12,"[['PUNCT', 2], ['DET', 1], ['NOUN', 3], ['AUX', 2], ['VERB', 2], ['PART', 2], ['PROPN', 1], ['ADP', 1], ['ADJ', 1]]",15,0.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,13.333,6.667,6.667,6.667,20.0,0.0,13.333,0.0,0.0,13.333,6.667,0.0,13.333,0.0,0.0,0.0
6646,The inmates dine together when it is wished.,chapter_37,1,8,"[['DET', 1], ['NOUN', 1], ['VERB', 2], ['ADV', 1], ['SCONJ', 1], ['PRON', 1], ['AUX', 1], ['PUNCT', 1]]",9,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,22.222,0.0,11.111,0.0,11.111,0.0,11.111,11.111,11.111,11.111,0.0,0.0,0.0,0.0,0.0,0.0
6647,I dine with the inmates sometimes; my subordinate a clever and a worthy man always.,chapter_37,1,15,"[['PRON', 2], ['VERB', 1], ['ADP', 1], ['DET', 3], ['NOUN', 2], ['ADV', 2], ['PUNCT', 2], ['ADJ', 3], ['CCONJ', 1]]",17,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.765,5.882,5.882,17.647,17.647,11.765,5.882,11.765,0.0,11.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6648,I reside with my wife and children in a little pavilion in the grounds; my subordinate resides in the establishment.,chapter_37,1,20,"[['PRON', 3], ['VERB', 2], ['ADP', 4], ['NOUN', 6], ['CCONJ', 1], ['DET', 3], ['ADJ', 1], ['PUNCT', 2]]",22,3.0,2.0,4.0,3.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.636,9.091,18.182,13.636,4.545,27.273,4.545,9.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6649,"Madam may rely upon our utmost efforts being exerted to insure her comfort.""",chapter_37,1,13,"[['PROPN', 1], ['AUX', 2], ['VERB', 3], ['SCONJ', 1], ['PRON', 2], ['ADJ', 1], ['NOUN', 2], ['PART', 1], ['PUNCT', 2]]",15,2.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,13.333,20.0,0.0,0.0,6.667,13.333,0.0,13.333,6.667,0.0,13.333,6.667,0.0,6.667,0.0,0.0,0.0
6650,Monsieur is saying a great deal more to the same effect rubbing his hands and beaming radiantly upon Robert and his charge when madam rises suddenly erect and furious and dropping her jeweled fingers from before her face tells him to hold his tongue.,chapter_37,0,44,"[['PROPN', 3], ['AUX', 1], ['VERB', 8], ['DET', 2], ['ADJ', 5], ['NOUN', 7], ['ADP', 2], ['PRON', 6], ['CCONJ', 4], ['ADV', 2], ['SCONJ', 3], ['PART', 1], ['PUNCT', 1]]",45,6.0,8.0,2.0,2.0,5.0,7.0,4.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,13.333,17.778,4.444,4.444,11.111,15.556,8.889,2.222,6.667,4.444,2.222,6.667,0.0,2.222,0.0,0.0,0.0
6651,"""Leave me alone with the man who has brought me here.""",chapter_37,1,11,"[['PUNCT', 3], ['VERB', 2], ['PRON', 3], ['ADJ', 1], ['ADP', 1], ['DET', 1], ['NOUN', 1], ['AUX', 1], ['ADV', 1]]",14,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.429,14.286,7.143,7.143,7.143,7.143,0.0,21.429,0.0,7.143,7.143,0.0,0.0,0.0,0.0,0.0,0.0
6652,she cried between her set teeth.,chapter_37,0,6,"[['PRON', 2], ['VERB', 1], ['ADP', 1], ['ADJ', 1], ['NOUN', 1], ['PUNCT', 1]]",7,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,14.286,14.286,0.0,14.286,14.286,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6653,"""Leave me!""",chapter_37,1,2,"[['PUNCT', 3], ['VERB', 1], ['PRON', 1]]",5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6654,She points to the door with a sharp imperious gesture; so rapid that the silken drapery about her arm makes a swooping sound as she lifts her hand.,chapter_37,0,28,"[['PRON', 4], ['VERB', 4], ['ADP', 3], ['DET', 4], ['NOUN', 6], ['ADJ', 4], ['PUNCT', 2], ['ADV', 1], ['SCONJ', 2]]",30,4.0,4.0,3.0,4.0,4.0,6.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333,13.333,10.0,13.333,13.333,20.0,0.0,6.667,6.667,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6655,The sibilant French syllables hiss through her teeth as she utters them and seem better fitted to her mood and to herself than the familiar English she has spoken hitherto.,chapter_37,0,30,"[['DET', 2], ['ADJ', 3], ['NOUN', 3], ['VERB', 5], ['ADP', 4], ['PRON', 6], ['SCONJ', 1], ['CCONJ', 2], ['ADV', 1], ['PROPN', 2], ['AUX', 1], ['PUNCT', 1]]",31,6.0,5.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,19.355,16.129,12.903,6.452,9.677,9.677,6.452,3.226,3.226,3.226,3.226,6.452,0.0,0.0,0.0,0.0,0.0
6656,"The French doctor shrugs his shoulders as he goes out into the lobby and mutters something about a ""beautiful devil"" and a gesture worthy of ""the Mars.""",chapter_37,0,27,"[['DET', 5], ['ADJ', 3], ['NOUN', 6], ['VERB', 2], ['PRON', 3], ['SCONJ', 1], ['ADP', 4], ['CCONJ', 2], ['PUNCT', 5], ['PROPN', 1]]",32,3.0,2.0,4.0,5.0,3.0,6.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.375,6.25,12.5,15.625,9.375,18.75,6.25,15.625,3.125,0.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0
6657,My lady walked with a rapid footstep to the door between the bedchamber and the saloon; closed it and with the handle of the door still in her hand turned and looked at Robert Audley.,chapter_37,0,35,"[['PRON', 3], ['NOUN', 8], ['VERB', 4], ['ADP', 7], ['DET', 6], ['ADJ', 1], ['CCONJ', 3], ['PUNCT', 2], ['ADV', 1], ['PROPN', 2]]",37,3.0,4.0,7.0,6.0,1.0,8.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.108,10.811,18.919,16.216,2.703,21.622,8.108,5.405,0.0,2.703,0.0,5.405,0.0,0.0,0.0,0.0,0.0
6658,"""You have brought me to my grave Mrprd Audley"" she cried; ""you have used your power basely and cruelly and have brought me to a living grave.""",chapter_37,1,27,"[['PUNCT', 6], ['PRON', 7], ['AUX', 3], ['VERB', 5], ['ADP', 2], ['NOUN', 3], ['PROPN', 2], ['ADV', 2], ['CCONJ', 2], ['DET', 1]]",33,7.0,5.0,2.0,1.0,0.0,3.0,2.0,6.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,21.212,15.152,6.061,3.03,0.0,9.091,6.061,18.182,0.0,6.061,9.091,6.061,0.0,0.0,0.0,0.0,0.0
6659,"""I have done that which I thought just to others and merciful to you"" Robert answered quietly.",chapter_37,1,17,"[['PUNCT', 3], ['PRON', 5], ['AUX', 1], ['VERB', 3], ['ADV', 2], ['ADP', 2], ['NOUN', 1], ['CCONJ', 1], ['ADJ', 1], ['PROPN', 1]]",20,5.0,3.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,10.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
6660,"""I should have been a traitor to society had I suffered you to remain at liberty after the disappearance of George Talboys and the fire at Castle Inn.",chapter_37,1,28,"[['PUNCT', 2], ['PRON', 3], ['AUX', 4], ['DET', 3], ['NOUN', 5], ['ADP', 5], ['VERB', 2], ['PART', 1], ['PROPN', 4], ['CCONJ', 1]]",30,3.0,2.0,5.0,3.0,0.0,5.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,6.667,16.667,10.0,0.0,16.667,3.333,6.667,0.0,0.0,13.333,13.333,0.0,3.333,0.0,0.0,0.0
6661,I have brought you to a place in which you will be kindly treated by people who have no knowledge of your story no power to taunt or to reproach you.,chapter_37,1,31,"[['PRON', 7], ['AUX', 3], ['VERB', 5], ['ADP', 4], ['DET', 3], ['NOUN', 5], ['ADV', 1], ['PART', 2], ['CCONJ', 1], ['PUNCT', 1]]",32,7.0,5.0,4.0,3.0,0.0,5.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,21.875,15.625,12.5,9.375,0.0,15.625,3.125,3.125,0.0,3.125,9.375,0.0,0.0,6.25,0.0,0.0,0.0
6662,You will lead a quiet and peaceful life my lady; such a life as many a good and holy woman in this Catholic country freely takes upon herself and happily endures until the end.,chapter_37,1,34,"[['PRON', 3], ['AUX', 1], ['VERB', 3], ['DET', 6], ['ADJ', 6], ['CCONJ', 3], ['NOUN', 6], ['PUNCT', 2], ['ADV', 3], ['ADP', 2], ['SCONJ', 1]]",36,3.0,3.0,2.0,6.0,6.0,6.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,5.556,16.667,16.667,16.667,8.333,5.556,2.778,8.333,2.778,0.0,0.0,0.0,0.0,0.0,0.0
6663,The solitude of your existence in this place will be no greater than that of a king's daughter who flying from the evil of the time was glad to take shelter in a house as tranquil as this.,chapter_37,1,38,"[['DET', 6], ['NOUN', 10], ['ADP', 9], ['PRON', 4], ['AUX', 3], ['ADV', 1], ['ADJ', 2], ['PART', 2], ['VERB', 2], ['PUNCT', 1]]",40,4.0,2.0,9.0,6.0,2.0,10.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,5.0,22.5,15.0,5.0,25.0,0.0,2.5,0.0,2.5,7.5,0.0,0.0,5.0,0.0,0.0,0.0
6664,Surely it is a small atonement which I ask you to render for your sins a light penance which I call upon you to perform.,chapter_37,1,25,"[['ADV', 1], ['PRON', 8], ['AUX', 1], ['DET', 2], ['ADJ', 2], ['NOUN', 3], ['VERB', 4], ['PART', 2], ['ADP', 1], ['SCONJ', 1], ['PUNCT', 1]]",26,8.0,4.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,30.769,15.385,3.846,7.692,7.692,11.538,0.0,3.846,3.846,3.846,3.846,0.0,0.0,7.692,0.0,0.0,0.0
6665,Live here and repent; nobody will assail you nobody will torment you.,chapter_37,1,12,"[['VERB', 3], ['ADV', 1], ['CCONJ', 1], ['ADJ', 1], ['PUNCT', 2], ['PRON', 4], ['AUX', 2]]",14,4.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,21.429,0.0,0.0,7.143,0.0,7.143,14.286,0.0,7.143,14.286,0.0,0.0,0.0,0.0,0.0,0.0
6666,"I only say to you repent!""",chapter_37,1,6,"[['PRON', 2], ['ADV', 1], ['VERB', 2], ['ADP', 1], ['PUNCT', 2]]",8,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,12.5,0.0,0.0,0.0,0.0,25.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6667,"""I cannot!""",chapter_37,1,2,"[['PUNCT', 3], ['PRON', 1], ['AUX', 1], ['PART', 1]]",6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.667,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,16.667,0.0,0.0,16.667,0.0,0.0,0.0
6668,"cried my lady pushing her hair fiercely from her white forehead and fixing her dilated eyes upon Robert Audley ""I cannot!",chapter_37,0,21,"[['VERB', 4], ['PRON', 5], ['NOUN', 4], ['ADV', 1], ['ADP', 1], ['ADJ', 1], ['CCONJ', 1], ['SCONJ', 1], ['PROPN', 2], ['PUNCT', 2], ['AUX', 1], ['PART', 1]]",24,5.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,20.833,16.667,4.167,0.0,4.167,16.667,4.167,8.333,4.167,4.167,4.167,8.333,0.0,4.167,0.0,0.0,0.0
6669,Has my beauty brought me to this?,chapter_37,0,7,"[['AUX', 1], ['PRON', 3], ['NOUN', 1], ['VERB', 1], ['ADP', 1], ['PUNCT', 1]]",8,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,12.5,12.5,0.0,0.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0
6670,Have I plotted and schemed to shield myself and laid awake in the long deadly nights trembling to think of my dangers for this?,chapter_37,0,24,"[['AUX', 1], ['PRON', 4], ['VERB', 6], ['CCONJ', 2], ['PART', 2], ['ADJ', 3], ['ADP', 3], ['DET', 1], ['NOUN', 2], ['PUNCT', 1]]",25,4.0,6.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,24.0,12.0,4.0,12.0,8.0,8.0,4.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0
6671,I had better have given up at once since this was to be the end.,chapter_37,0,15,"[['PRON', 2], ['AUX', 4], ['ADV', 3], ['VERB', 1], ['ADP', 1], ['SCONJ', 1], ['PART', 1], ['DET', 1], ['NOUN', 1], ['PUNCT', 1]]",16,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,12.5,6.25,6.25,6.25,0.0,6.25,0.0,6.25,6.25,18.75,25.0,0.0,0.0,6.25,0.0,0.0,0.0
6672,"I had better have yielded to the curse that was upon me and given up when George Talboys first came back to England.""",chapter_37,0,23,"[['PRON', 3], ['AUX', 3], ['ADV', 3], ['VERB', 3], ['ADP', 3], ['DET', 1], ['NOUN', 1], ['SCONJ', 2], ['CCONJ', 1], ['PROPN', 3], ['PUNCT', 2]]",25,3.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,4.0,0.0,4.0,4.0,8.0,8.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0
6673,She plucked at the feathery golden curls as if she would have torn them from her head.,chapter_37,0,17,"[['PRON', 4], ['VERB', 2], ['ADP', 2], ['DET', 1], ['NOUN', 3], ['ADJ', 1], ['SCONJ', 2], ['AUX', 2], ['PUNCT', 1]]",18,4.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.222,11.111,11.111,5.556,5.556,16.667,0.0,5.556,11.111,0.0,11.111,0.0,0.0,0.0,0.0,0.0,0.0
6674,It had served her so little after all that gloriously glittering hair that beautiful nimbus of yellow light that had contrasted so exquisitely with the melting azure of her eyes.,chapter_37,0,30,"[['PRON', 5], ['AUX', 2], ['VERB', 3], ['ADV', 5], ['ADJ', 3], ['ADP', 4], ['NOUN', 6], ['SCONJ', 1], ['DET', 1], ['PUNCT', 1]]",31,5.0,3.0,4.0,1.0,3.0,6.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.129,9.677,12.903,3.226,9.677,19.355,0.0,3.226,3.226,16.129,6.452,0.0,0.0,0.0,0.0,0.0,0.0
6675,She hated herself and her beauty.,chapter_37,0,6,"[['PRON', 3], ['VERB', 1], ['CCONJ', 1], ['NOUN', 1], ['PUNCT', 1]]",7,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.857,14.286,0.0,0.0,0.0,14.286,14.286,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6676,"""I would laugh at you and defy you if I dared"" she cried; ""I would kill myself and defy you if I dared.",chapter_37,1,23,"[['PUNCT', 5], ['PRON', 9], ['AUX', 2], ['VERB', 7], ['ADP', 1], ['CCONJ', 2], ['SCONJ', 2]]",28,9.0,7.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.143,25.0,3.571,0.0,0.0,0.0,7.143,17.857,7.143,0.0,7.143,0.0,0.0,0.0,0.0,0.0,0.0
6677,But I am a poor pitiful coward and have been so from the first.,chapter_37,1,14,"[['CCONJ', 2], ['PRON', 1], ['AUX', 3], ['DET', 2], ['ADJ', 3], ['NOUN', 1], ['ADV', 1], ['ADP', 1], ['PUNCT', 1]]",15,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,0.0,6.667,13.333,20.0,6.667,13.333,6.667,0.0,6.667,20.0,0.0,0.0,0.0,0.0,0.0,0.0
6678,"Afraid of my mother's horrible inheritance; afraid of poverty; afraid of George Talboys; afraid of you.""",chapter_37,1,16,"[['ADJ', 5], ['ADP', 4], ['PRON', 2], ['NOUN', 3], ['PART', 1], ['PUNCT', 5], ['PROPN', 2]]",22,2.0,0.0,4.0,0.0,5.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,9.091,0.0,18.182,0.0,22.727,13.636,0.0,22.727,0.0,0.0,0.0,9.091,0.0,4.545,0.0,0.0,0.0
6679,She was silent for a little while but she held her place by the door as if determined to detain Robert as long as it was her pleasure to do so.,chapter_37,0,31,"[['PRON', 5], ['AUX', 2], ['ADJ', 2], ['ADP', 2], ['DET', 2], ['NOUN', 4], ['CCONJ', 1], ['VERB', 4], ['SCONJ', 3], ['PART', 2], ['PROPN', 1], ['ADV', 3], ['PUNCT', 1]]",32,5.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,15.625,12.5,6.25,6.25,6.25,12.5,3.125,3.125,9.375,9.375,6.25,3.125,0.0,6.25,0.0,0.0,0.0
6680,"""Do you know what I am thinking of?""",chapter_37,1,8,"[['PUNCT', 3], ['AUX', 2], ['PRON', 3], ['VERB', 2], ['ADP', 1]]",11,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,18.182,9.091,0.0,0.0,0.0,0.0,27.273,0.0,0.0,18.182,0.0,0.0,0.0,0.0,0.0,0.0
6681,she said presently.,chapter_37,0,3,"[['PRON', 1], ['VERB', 1], ['ADV', 1], ['PUNCT', 1]]",4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6682,"""Do you know what I am thinking of as I look at you in the dim light of this room?",chapter_37,1,20,"[['PUNCT', 2], ['AUX', 2], ['PRON', 5], ['VERB', 3], ['ADP', 4], ['SCONJ', 1], ['DET', 2], ['ADJ', 1], ['NOUN', 2]]",22,5.0,3.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727,13.636,18.182,9.091,4.545,9.091,0.0,9.091,4.545,0.0,9.091,0.0,0.0,0.0,0.0,0.0,0.0
6683,"I am thinking of the day upon which George Talboys disappeared.""",chapter_37,1,11,"[['PRON', 2], ['AUX', 1], ['VERB', 2], ['ADP', 1], ['DET', 1], ['NOUN', 1], ['SCONJ', 1], ['PROPN', 2], ['PUNCT', 2]]",13,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,15.385,15.385,7.692,7.692,0.0,7.692,0.0,15.385,7.692,0.0,7.692,15.385,0.0,0.0,0.0,0.0,0.0
6684,Robert started as she mentioned the name of his lost friend; his face turned pale in the dusky light and his breathing grew quicker and louder.,chapter_37,0,26,"[['PROPN', 1], ['VERB', 5], ['SCONJ', 1], ['PRON', 4], ['DET', 2], ['NOUN', 5], ['ADP', 2], ['PUNCT', 2], ['ADJ', 2], ['CCONJ', 2], ['ADV', 2]]",28,4.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.286,17.857,7.143,7.143,7.143,17.857,7.143,7.143,3.571,7.143,0.0,3.571,0.0,0.0,0.0,0.0,0.0
6685,"""He was standing opposite me as you are standing now"" continued my lady.",chapter_37,1,13,"[['PUNCT', 3], ['PRON', 4], ['AUX', 2], ['VERB', 3], ['ADP', 1], ['SCONJ', 1], ['ADV', 1], ['NOUN', 1]]",16,4.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.75,6.25,0.0,0.0,6.25,0.0,18.75,6.25,6.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0
6686,"""You said that you would raze the old house to the ground; that you would root up every tree in the gardens to find your dead friend.",chapter_37,1,27,"[['PUNCT', 3], ['PRON', 4], ['VERB', 4], ['SCONJ', 2], ['AUX', 2], ['DET', 4], ['ADJ', 2], ['NOUN', 5], ['ADP', 3], ['PART', 1]]",30,4.0,4.0,3.0,4.0,2.0,5.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,13.333,13.333,10.0,13.333,6.667,16.667,0.0,10.0,6.667,0.0,6.667,0.0,0.0,3.333,0.0,0.0,0.0
6687,"You would have had no need to do so much: the body of George Talboys lies at the bottom of the old well in the shrubbery beyond the limewalk.""",chapter_37,1,29,"[['PRON', 1], ['AUX', 3], ['VERB', 2], ['DET', 6], ['NOUN', 6], ['PART', 1], ['ADV', 1], ['ADJ', 2], ['PUNCT', 3], ['ADP', 5], ['PROPN', 2]]",32,1.0,2.0,5.0,6.0,2.0,6.0,0.0,3.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,3.125,6.25,15.625,18.75,6.25,18.75,0.0,9.375,0.0,3.125,9.375,6.25,0.0,3.125,0.0,0.0,0.0
6688,Robert Audley flung his hands and clasped them above his head with one loud cry of horror.,chapter_37,0,17,"[['PROPN', 2], ['VERB', 2], ['PRON', 3], ['NOUN', 4], ['CCONJ', 1], ['ADP', 3], ['NUM', 1], ['ADJ', 1], ['PUNCT', 1]]",18,3.0,2.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,16.667,11.111,16.667,0.0,5.556,22.222,5.556,5.556,0.0,0.0,0.0,11.111,5.556,0.0,0.0,0.0,0.0
6689,"""Oh my God!""",chapter_37,1,3,"[['PUNCT', 3], ['INTJ', 1], ['PRON', 1], ['PROPN', 1]]",6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.667,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,16.667,0.0,0.0,16.667,0.0,0.0
6690,"he said after a dreadful pause; ""have all the ghastly things that I have thought prepared me so little for the ghastly truth that it should come upon me like this at last?""",chapter_37,0,33,"[['PRON', 7], ['VERB', 4], ['ADP', 4], ['DET', 4], ['ADJ', 5], ['NOUN', 3], ['PUNCT', 4], ['AUX', 3], ['ADV', 1], ['SCONJ', 2]]",37,7.0,4.0,4.0,4.0,5.0,3.0,0.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.919,10.811,10.811,10.811,13.514,8.108,0.0,10.811,5.405,2.703,8.108,0.0,0.0,0.0,0.0,0.0,0.0
